time, ch1, ch2, ch3, ch4, ch5, ch6, ch7
2.377616729736328125e+02, 3.552000122070312500e+02, 2.334072875976562500e+01, 2.109449157714843750e+02, 3.960725021362304688e+01, 1.371548614501953125e+02, 2.668431701660156250e+02, 1.732600250244140625e+02, 0.000000000000000000e+00
2.377649993896484375e+02, 3.696000061035156250e+02, 4.518525695800781250e+01, 2.124409790039062500e+02, 4.170763778686523438e+01, 1.395610809326171875e+02, 2.779242248535156250e+02, 1.870250701904296875e+02, 0.000000000000000000e+00
2.377683258056640625e+02, 3.750000000000000000e+02, 3.860197448730468750e+01, 2.139370422363281250e+02, 3.870708847045898438e+01, 1.434712066650390625e+02, 2.776247253417968750e+02, 1.966007537841796875e+02, 0.000000000000000000e+00
2.377716674804687500e+02, 3.726000061035156250e+02, 4.458677673339843750e+01, 2.169291687011718750e+02, 4.110752487182617188e+01, 1.428696441650390625e+02, 2.743303527832031250e+02, 1.989946746826171875e+02, 0.000000000000000000e+00
2.377749938964843750e+02, 3.752999877929687500e+02, 5.027233886718750000e+01, 2.229134216308593750e+02, 5.040922927856445312e+01, 1.464789886474609375e+02, 2.761272888183593750e+02, 2.016878356933593750e+02, 0.000000000000000000e+00
2.377783355712890625e+02, 3.692999877929687500e+02, 4.249209594726562500e+01, 2.178267974853515625e+02, 4.560834884643554688e+01, 1.380571899414062500e+02, 2.689396057128906250e+02, 1.882220306396484375e+02, 0.000000000000000000e+00
2.377816619873046875e+02, 3.735000000000000000e+02, 4.428753662109375000e+01, 2.181260223388671875e+02, 4.170763778686523438e+01, 1.359517517089843750e+02, 2.683406066894531250e+02, 1.891197509765625000e+02, 0.000000000000000000e+00
2.377850036621093750e+02, 3.957000122070312500e+02, 5.446170043945312500e+01, 2.265039825439453125e+02, 4.560834884643554688e+01, 1.347486267089843750e+02, 2.716349792480468750e+02, 2.142559204101562500e+02, 0.000000000000000000e+00
2.377883300781250000e+02, 3.893999938964843750e+02, 4.997309875488281250e+01, 2.247086944580078125e+02, 4.470818710327148438e+01, 1.356509704589843750e+02, 2.767262878417968750e+02, 2.127597198486328125e+02, 0.000000000000000000e+00
2.377916717529296875e+02, 3.848999938964843750e+02, 5.924954223632812500e+01, 2.241102752685546875e+02, 5.070928573608398438e+01, 1.404634246826171875e+02, 2.842134704589843750e+02, 2.058771972656250000e+02, 0.000000000000000000e+00
2.377949981689453125e+02, 3.827999877929687500e+02, 5.206777954101562500e+01, 2.259055480957031250e+02, 5.400988769531250000e+01, 1.380571899414062500e+02, 2.854114074707031250e+02, 1.971992340087890625e+02, 0.000000000000000000e+00
2.377983398437500000e+02, 3.852000122070312500e+02, 5.476094055175781250e+01, 2.291968841552734375e+02, 5.821065902709960938e+01, 1.419673156738281250e+02, 2.890052490234375000e+02, 2.028847961425781250e+02, 0.000000000000000000e+00
2.378016662597656250e+02, 3.837000122070312500e+02, 5.356398010253906250e+01, 2.309921722412109375e+02, 5.731048965454101562e+01, 1.446743164062500000e+02, 2.884062805175781250e+02, 2.136574401855468750e+02, 0.000000000000000000e+00
2.378049926757812500e+02, 3.773999938964843750e+02, 5.087081909179687500e+01, 2.232126312255859375e+02, 5.190950393676757812e+01, 1.425688629150390625e+02, 2.866093444824218750e+02, 1.983961944580078125e+02, 0.000000000000000000e+00
2.378083343505859375e+02, 3.741000061035156250e+02, 4.608297729492187500e+01, 2.217165679931640625e+02, 5.040922927856445312e+01, 1.371548614501953125e+02, 2.806195983886718750e+02, 1.924113922119140625e+02, 0.000000000000000000e+00
2.378116607666015625e+02, 3.807000122070312500e+02, 4.937461853027343750e+01, 2.205197296142578125e+02, 5.491005325317382812e+01, 1.434712066650390625e+02, 2.836144714355468750e+02, 1.992939147949218750e+02, 0.000000000000000000e+00
2.378150024414062500e+02, 3.780000000000000000e+02, 4.757917785644531250e+01, 2.145354766845703125e+02, 4.920901107788085938e+01, 1.326431884765625000e+02, 2.704370422363281250e+02, 1.960022735595703125e+02, 0.000000000000000000e+00
2.378183288574218750e+02, 3.855000000000000000e+02, 4.309057617187500000e+01, 2.205197296142578125e+02, 5.370983505249023438e+01, 1.362525177001953125e+02, 2.710360107421875000e+02, 2.007901153564453125e+02, 0.000000000000000000e+00
2.378216705322265625e+02, 3.732000122070312500e+02, 3.830273437500000000e+01, 2.208189239501953125e+02, 5.671038436889648438e+01, 1.338462982177734375e+02, 2.707365417480468750e+02, 1.858281097412109375e+02, 0.000000000000000000e+00
2.378249969482421875e+02, 3.702000122070312500e+02, 2.304148864746093750e+01, 2.214173583984375000e+02, 5.761054611206054688e+01, 1.374556427001953125e+02, 2.755283203125000000e+02, 1.717638244628906250e+02, 0.000000000000000000e+00
2.378283386230468750e+02, 3.696000061035156250e+02, 3.261717224121093750e+01, 2.247086944580078125e+02, 6.361164474487304688e+01, 1.368540802001953125e+02, 2.752288513183593750e+02, 1.852296295166015625e+02, 0.000000000000000000e+00
2.378316650390625000e+02, 3.741000061035156250e+02, 4.757917785644531250e+01, 2.241102752685546875e+02, 6.271148300170898438e+01, 1.386587524414062500e+02, 2.758277893066406250e+02, 1.903167114257812500e+02, 0.000000000000000000e+00
2.378350067138671875e+02, 3.711000061035156250e+02, 3.920045471191406250e+01, 2.148346710205078125e+02, 5.521010971069335938e+01, 1.335455169677734375e+02, 2.743303527832031250e+02, 1.858281097412109375e+02, 0.000000000000000000e+00
2.378383331298828125e+02, 3.651000061035156250e+02, 2.962477111816406250e+01, 2.109449157714843750e+02, 5.430994033813476562e+01, 1.359517517089843750e+02, 2.659447326660156250e+02, 1.852296295166015625e+02, 0.000000000000000000e+00
2.378416595458984375e+02, 3.795000000000000000e+02, 4.099589538574218750e+01, 2.220157928466796875e+02, 6.001098632812500000e+01, 1.425688629150390625e+02, 2.743303527832031250e+02, 1.986954345703125000e+02, 0.000000000000000000e+00
2.378450012207031250e+02, 3.807000122070312500e+02, 3.082173156738281250e+01, 2.178267974853515625e+02, 5.040922927856445312e+01, 1.323424072265625000e+02, 2.677416687011718750e+02, 1.977977142333984375e+02, 0.000000000000000000e+00
2.378483276367187500e+02, 3.683999938964843750e+02, 2.094680786132812500e+01, 2.097480621337890625e+02, 3.720681381225585938e+01, 1.272291793823242188e+02, 2.638482971191406250e+02, 1.798433074951171875e+02, 0.000000000000000000e+00
2.378516693115234375e+02, 3.623999938964843750e+02, 1.645820617675781250e+01, 2.133386077880859375e+02, 4.230774307250976562e+01, 1.344478607177734375e+02, 2.659447326660156250e+02, 1.771501464843750000e+02, 0.000000000000000000e+00
2.378549957275390625e+02, 3.542999877929687500e+02, 1.675744628906250000e+01, 2.061575164794921875e+02, 3.870708847045898438e+01, 1.413657531738281250e+02, 2.701375427246093750e+02, 1.825364685058593750e+02, 0.000000000000000000e+00
2.378583374023437500e+02, 3.743999938964843750e+02, 3.590881347656250000e+01, 2.175276031494140625e+02, 3.960725021362304688e+01, 1.383579711914062500e+02, 2.794216613769531250e+02, 2.016878356933593750e+02, 0.000000000000000000e+00
2.378616638183593750e+02, 3.855000000000000000e+02, 3.082173156738281250e+01, 2.238110504150390625e+02, 4.440813064575195312e+01, 1.443735351562500000e+02, 2.845129394531250000e+02, 2.070741577148437500e+02, 0.000000000000000000e+00
2.378650054931640625e+02, 3.816000061035156250e+02, 3.710577392578125000e+01, 2.235118560791015625e+02, 4.530829238891601562e+01, 1.416665344238281250e+02, 2.878072814941406250e+02, 2.061764373779296875e+02, 0.000000000000000000e+00
2.378683319091796875e+02, 3.690000000000000000e+02, 4.189361572265625000e+01, 2.217165679931640625e+02, 5.130939102172851562e+01, 1.347486267089843750e+02, 2.791221618652343750e+02, 2.004908752441406250e+02, 0.000000000000000000e+00
2.378716735839843750e+02, 3.737999877929687500e+02, 3.800349426269531250e+01, 2.229134216308593750e+02, 5.130939102172851562e+01, 1.299361877441406250e+02, 2.728329162597656250e+02, 2.028847961425781250e+02, 0.000000000000000000e+00
2.378750000000000000e+02, 3.807000122070312500e+02, 4.099589538574218750e+01, 2.268031768798828125e+02, 4.620846176147460938e+01, 1.245221710205078125e+02, 2.707365417480468750e+02, 2.073733978271484375e+02, 0.000000000000000000e+00
2.378783264160156250e+02, 3.837000122070312500e+02, 4.069665527343750000e+01, 2.280000457763671875e+02, 4.590840530395507812e+01, 1.275299530029296875e+02, 2.719344787597656250e+02, 2.049794769287109375e+02, 0.000000000000000000e+00
2.378816680908203125e+02, 3.786000061035156250e+02, 3.949969482421875000e+01, 2.351811370849609375e+02, 5.611027145385742188e+01, 1.350494079589843750e+02, 2.812185974121093750e+02, 2.025855560302734375e+02, 0.000000000000000000e+00
2.378849945068359375e+02, 3.840000000000000000e+02, 3.441261291503906250e+01, 2.324882354736328125e+02, 5.130939102172851562e+01, 1.317408447265625000e+02, 2.839139709472656250e+02, 1.998923950195312500e+02, 0.000000000000000000e+00
2.378883361816406250e+02, 3.885000000000000000e+02, 5.416246032714843750e+01, 2.384724884033203125e+02, 5.551016235351562500e+01, 1.377564086914062500e+02, 2.884062805175781250e+02, 2.160513610839843750e+02, 0.000000000000000000e+00
2.378916625976562500e+02, 3.930000000000000000e+02, 5.416246032714843750e+01, 2.291968841552734375e+02, 4.230774307250976562e+01, 1.353501892089843750e+02, 2.827160339355468750e+02, 2.235323638916015625e+02, 0.000000000000000000e+00
2.378950042724609375e+02, 3.876000061035156250e+02, 5.027233886718750000e+01, 2.288976745605468750e+02, 4.050741577148437500e+01, 1.404634246826171875e+02, 2.902032165527343750e+02, 2.142559204101562500e+02, 0.000000000000000000e+00
2.378983306884765625e+02, 4.028999938964843750e+02, 5.954878234863281250e+01, 2.366772003173828125e+02, 4.620846176147460938e+01, 1.362525177001953125e+02, 2.925990905761718750e+02, 2.208392028808593750e+02, 0.000000000000000000e+00
2.379016723632812500e+02, 3.992999877929687500e+02, 6.224194335937500000e+01, 2.375748443603515625e+02, 4.470818710327148438e+01, 1.404634246826171875e+02, 2.952944641113281250e+02, 2.178468017578125000e+02, 0.000000000000000000e+00
2.379049987792968750e+02, 3.947999877929687500e+02, 5.176853942871093750e+01, 2.309921722412109375e+02, 3.960725021362304688e+01, 1.347486267089843750e+02, 2.884062805175781250e+02, 2.187445220947265625e+02, 0.000000000000000000e+00
2.379083404541015625e+02, 4.017000122070312500e+02, 6.134422302246093750e+01, 2.378740539550781250e+02, 4.170763778686523438e+01, 1.428696441650390625e+02, 2.982893371582031250e+02, 2.229338836669921875e+02, 0.000000000000000000e+00
2.379116668701171875e+02, 3.960000000000000000e+02, 6.104498291015625000e+01, 2.345827178955078125e+02, 4.140758132934570312e+01, 1.470805358886718750e+02, 2.964924316406250000e+02, 2.121612396240234375e+02, 0.000000000000000000e+00
2.379149932861328125e+02, 3.906000061035156250e+02, 5.326473999023437500e+01, 2.315905914306640625e+02, 4.260779953002929688e+01, 1.455766448974609375e+02, 2.937970275878906250e+02, 2.160513610839843750e+02, 0.000000000000000000e+00
2.379183349609375000e+02, 3.812999877929687500e+02, 4.638221740722656250e+01, 2.205197296142578125e+02, 3.660670089721679688e+01, 1.377564086914062500e+02, 2.854114074707031250e+02, 2.094680786132812500e+02, 0.000000000000000000e+00
2.379216613769531250e+02, 3.972000122070312500e+02, 5.805258178710937500e+01, 2.309921722412109375e+02, 4.440813064575195312e+01, 1.416665344238281250e+02, 2.914011535644531250e+02, 2.232331237792968750e+02, 0.000000000000000000e+00
2.379250030517578125e+02, 4.028999938964843750e+02, 6.104498291015625000e+01, 2.330866546630859375e+02, 4.500823974609375000e+01, 1.458774261474609375e+02, 2.949949951171875000e+02, 2.190437622070312500e+02, 0.000000000000000000e+00
2.379283294677734375e+02, 3.921000061035156250e+02, 4.638221740722656250e+01, 2.306929473876953125e+02, 4.410807418823242188e+01, 1.413657531738281250e+02, 2.869088439941406250e+02, 2.121612396240234375e+02, 0.000000000000000000e+00
2.379316711425781250e+02, 3.795000000000000000e+02, 3.860197448730468750e+01, 2.214173583984375000e+02, 3.960725021362304688e+01, 1.332447357177734375e+02, 2.749293518066406250e+02, 1.968999938964843750e+02, 0.000000000000000000e+00
2.379349975585937500e+02, 3.840000000000000000e+02, 4.099589538574218750e+01, 2.253071136474609375e+02, 3.930719375610351562e+01, 1.272291793823242188e+02, 2.734319152832031250e+02, 1.968999938964843750e+02, 0.000000000000000000e+00
2.379383392333984375e+02, 3.818999938964843750e+02, 2.453768920898437500e+01, 2.190236663818359375e+02, 3.930719375610351562e+01, 1.254245071411132812e+02, 2.665437011718750000e+02, 1.918129119873046875e+02, 0.000000000000000000e+00
2.379416656494140625e+02, 3.707999877929687500e+02, 2.603388977050781250e+01, 2.157323150634765625e+02, 3.630664443969726562e+01, 1.344478607177734375e+02, 2.632493591308593750e+02, 1.930098724365234375e+02, 0.000000000000000000e+00
2.379450073242187500e+02, 3.587999877929687500e+02, 3.471185302734375000e+01, 2.178267974853515625e+02, 3.960725021362304688e+01, 1.356509704589843750e+02, 2.632493591308593750e+02, 1.906159515380859375e+02, 0.000000000000000000e+00
2.379483337402343750e+02, 3.698999938964843750e+02, 4.069665527343750000e+01, 2.211181488037109375e+02, 4.230774307250976562e+01, 1.398618621826171875e+02, 2.713354797363281250e+02, 1.942068328857421875e+02, 0.000000000000000000e+00
2.379516601562500000e+02, 3.765000000000000000e+02, 2.723085021972656250e+01, 2.235118560791015625e+02, 4.320791244506835938e+01, 1.416665344238281250e+02, 2.761272888183593750e+02, 1.951045532226562500e+02, 0.000000000000000000e+00
2.379550018310546875e+02, 3.717000122070312500e+02, 3.231793212890625000e+01, 2.193228607177734375e+02, 4.230774307250976562e+01, 1.425688629150390625e+02, 2.770257568359375000e+02, 1.951045532226562500e+02, 0.000000000000000000e+00
2.379583282470703125e+02, 3.737999877929687500e+02, 3.501109313964843750e+01, 2.226142120361328125e+02, 4.170763778686523438e+01, 1.470805358886718750e+02, 2.797211608886718750e+02, 1.986954345703125000e+02, 0.000000000000000000e+00
2.379616699218750000e+02, 3.743999938964843750e+02, 3.890121459960937500e+01, 2.229134216308593750e+02, 3.360615158081054688e+01, 1.419673156738281250e+02, 2.737314147949218750e+02, 2.004908752441406250e+02, 0.000000000000000000e+00
2.379649963378906250e+02, 3.737999877929687500e+02, 3.680653381347656250e+01, 2.175276031494140625e+02, 2.970543861389160156e+01, 1.371548614501953125e+02, 2.665437011718750000e+02, 2.007901153564453125e+02, 0.000000000000000000e+00
2.379683380126953125e+02, 3.762000122070312500e+02, 4.189361572265625000e+01, 2.208189239501953125e+02, 3.390620803833007812e+01, 1.311392974853515625e+02, 2.710360107421875000e+02, 1.995931549072265625e+02, 0.000000000000000000e+00
2.379716644287109375e+02, 3.803999938964843750e+02, 5.535942077636718750e+01, 2.274016113281250000e+02, 4.080746841430664062e+01, 1.437719726562500000e+02, 2.785231933593750000e+02, 1.927106323242187500e+02, 0.000000000000000000e+00
2.379750061035156250e+02, 3.797999877929687500e+02, 5.625714111328125000e+01, 2.309921722412109375e+02, 4.110752487182617188e+01, 1.401626434326171875e+02, 2.755283203125000000e+02, 2.058771972656250000e+02, 0.000000000000000000e+00
2.379783325195312500e+02, 3.773999938964843750e+02, 5.416246032714843750e+01, 2.333858642578125000e+02, 4.050741577148437500e+01, 1.458774261474609375e+02, 2.785231933593750000e+02, 2.055779571533203125e+02, 0.000000000000000000e+00
2.379816741943359375e+02, 3.797999877929687500e+02, 5.117005920410156250e+01, 2.297953033447265625e+02, 4.200769042968750000e+01, 1.449750976562500000e+02, 2.785231933593750000e+02, 2.067749176025390625e+02, 0.000000000000000000e+00
2.379850006103515625e+02, 3.726000061035156250e+02, 4.638221740722656250e+01, 2.288976745605468750e+02, 3.540648269653320312e+01, 1.455766448974609375e+02, 2.755283203125000000e+02, 2.118619995117187500e+02, 0.000000000000000000e+00
2.379883270263671875e+02, 3.812999877929687500e+02, 4.638221740722656250e+01, 2.330866546630859375e+02, 3.780691909790039062e+01, 1.458774261474609375e+02, 2.764267883300781250e+02, 2.109642791748046875e+02, 0.000000000000000000e+00
2.379916687011718750e+02, 3.707999877929687500e+02, 4.009817504882812500e+01, 2.282992401123046875e+02, 3.270598983764648438e+01, 1.452758636474609375e+02, 2.722339782714843750e+02, 1.891197509765625000e+02, 0.000000000000000000e+00
2.379949951171875000e+02, 3.752999877929687500e+02, 3.740501403808593750e+01, 2.223149871826171875e+02, 3.000549316406250000e+01, 1.395610809326171875e+02, 2.683406066894531250e+02, 1.921121520996093750e+02, 0.000000000000000000e+00
2.379983367919921875e+02, 3.788999938964843750e+02, 3.860197448730468750e+01, 2.274016113281250000e+02, 3.330609512329101562e+01, 1.464789886474609375e+02, 2.695385742187500000e+02, 2.091688385009765625e+02, 0.000000000000000000e+00
2.380016632080078125e+02, 3.747000122070312500e+02, 3.201869201660156250e+01, 2.277008209228515625e+02, 4.380801773071289062e+01, 1.497875366210937500e+02, 2.767262878417968750e+02, 2.043809967041015625e+02, 0.000000000000000000e+00
2.380050048828125000e+02, 3.705000000000000000e+02, 1.735592651367187500e+01, 2.241102752685546875e+02, 4.470818710327148438e+01, 1.473813171386718750e+02, 2.725334472656250000e+02, 1.921121520996093750e+02, 0.000000000000000000e+00
